Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Subcontractor,Trade,Responsible Person,Planned Start,Planned Finish,Actual Start,Actual Finish
FAB116204B-03,INSTALL DOOR FRAME - FAB116204B,Complete,Duct Shaft - 1F -SUE-FAB116204,,,,,,,,2025-03-26 13:00,2025-03-27 12:00,2025-03-26 13:00,2025-03-26 17:00
FAB116204B-04,DOOR INSTALL - FAB116204B,Complete,Duct Shaft - 1F -SUE-FAB116204,,,,,,,,2025-09-24 08:00,2025-09-24 17:00,2025-09-24 08:00,2025-09-24 17:00
FAB116204B-05,PAINT & PROTECT DOORS & FRAMES - FAB116204B,Not Started,Duct Shaft - 1F -SUE-FAB116204,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116304A-03,INSTALL DOOR FRAMES - FAB116304A,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-08-11 08:00,2025-08-11 17:00,2025-08-11 08:00,2025-08-11 08:00
FAB116304A-04,INSTALL DOOR & HARDWARE - FAB116304A,Not Started,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB116304A-05,PAINT & PROTECT DOORS & FRAMES - FAB116304A,Not Started,CV Room - 1F -SUE-FAB116304,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116304B-03,INSTALL DOOR FRAMES - FAB116304B,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-07-28 08:00,2025-07-28 17:00,2025-07-21 08:00,2025-07-21 17:00
FAB116304B-04,DOOR INSTALL - FAB116304B,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-08-29 08:00,2025-08-29 17:00,2025-08-27 08:00,2025-08-27 17:00
FAB116304B-05,PAINT & PROTECT DOORS & FRAMES - FAB116304B,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-08-20 08:00,2025-08-25 15:00,2025-08-20 08:00,2025-08-25 15:00
FAB116304B-06,INSTALL DOOR HARDWARE - FAB116304B,Not Started,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-11-21 08:00,2025-11-24 17:00,,
FAB116304C-60,DOOR FRAME HANDED OVER TO SECAI ON 07/18 - FAB116304C,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-07-18 08:00,2025-07-18 17:00,2025-07-18 08:00,2025-07-18 17:00
FAB116304C-03,INSTALL DOOR FRAME BY SECAI - FAB116304C HANDED OVER ON 07/18,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-07-18 08:00,2025-07-24 17:00,2025-07-18 08:00,2025-09-11 08:00
FAB116304C-04,INSTALL DOOR & HARDWARE - FAB116304C,Not Started,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-11-28 08:00,2025-12-04 17:00,,
FAB116304C-05,PAINT & PROTECT DOORS & FRAMES - FAB116304C,Not Started,CV Room - 1F -SUE-FAB116304,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116304B-07,DOOR FRAME PAINT & 1ST COAT - FAB116304B,Complete,CV Room - 1F -SUE-FAB116304,,,,,,,,2025-07-25 08:00,2025-07-29 17:00,2025-07-22 08:00,2025-07-23 17:00
FAB116303A-03,INSTALL DOOR FRAMES - FAB116303A,Complete,I/O Rm 2 - 1F -SUE-FAB116303,,,,,,,,2025-08-15 08:00,2025-08-15 17:00,2025-06-12 08:00,2025-06-12 16:00
FAB116303A-04,INSTALL DOOR & HARDWARE - FAB116303A,Active,I/O Rm 2 - 1F -SUE-FAB116303,,,,,,,,2025-06-12 08:00,2025-06-18 17:00,2025-06-12 08:00,
FAB116303A-05,PAINT & PROTECT DOORS & FRAMES - FAB116303A,Not Started,I/O Rm 2 - 1F -SUE-FAB116303,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116303A-11,IMPACT - SECAI - DIRECTIVE TO HOLD FRAME INSTALLATION,Complete,I/O Rm 2 - 1F -SUE-FAB116303,,,,,,,,2025-06-20 08:00,2025-06-30 10:00,2025-06-09 08:00,2025-06-11 10:00
FAB116305A-25,DOOR FRAME HANDED OVER TO SECAI ON 07/07 - FAB116305A,Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-07-07 08:00,2025-07-07 17:00,2025-07-07 08:00,2025-07-07 17:00
FAB116305A-03,INSTALL DOOR FRAME BY SECAI - FAB116305A HANDED OVER ON 07/07,Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-07-17 08:00,2025-08-20 17:00,2025-07-17 08:00,2025-10-20 17:00
FAB116305A-04,INSTALL DOOR & HARDWARE - FAB116305A,Active,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-10-27 08:00,2025-10-31 17:00,2025-10-27 08:00,
FAB116305A-05,PAINT & PROTECT DOORS & FRAMES - FAB116305A,Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116305B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116305B,Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-10-08 08:00,2025-10-16 17:00,2025-03-12 08:00,2025-03-21 16:00
FAB116305B-03,INSTALL DOOR FRAMES - FAB116305B,Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-09-19 13:00,2025-09-22 12:00,2025-03-21 00:00,2025-03-21 16:00
FAB116305B-04,INSTALL DOOR & HARDWARE - FAB116305B,Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-11-28 08:00,2025-12-04 17:00,,
FAB116305B-05,PAINT & PROTECT DOORS & FRAMES - FAB116305B,Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116305C-04,INSTALL DOOR & HARDWARE - FAB116305C,Active,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-10-07 08:00,2025-10-13 17:00,2025-10-07 08:00,
FAB116305C-05,PAINT & PROTECT DOORS & FRAMES - FAB116305C,Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116305C-11,IMPACT - PROCUREMENT - Reordered doors (Wall Thickness and Door Swing Design Changes),Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-06-09 08:00,2025-08-04 17:00,2025-06-09 08:00,2025-07-14 17:00
FAB116306C-04,INSTALL DOOR & HARDWARE - FAB116306C,Active,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-10-01 08:00,2025-10-07 17:00,2025-10-01 08:00,
FAB116306C-05,PAINT & PROTECT DOORS & FRAMES - FAB116306C,Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116306B-03,SECAI DOOR ROUGH IN/SECURITY - FAB116306B,Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-12-29 08:00,2025-12-30 17:00,,
FAB116306B-04,DOOR INSTALL - FAB116306B (OHC),Not Started,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-12-31 08:00,2026-01-01 17:00,,
FAB116306C-25,DOOR FRAME HANDED OVER TO SECAI ON 07/07 - FAB116306C,Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-07-07 08:00,2025-07-07 17:00,2025-07-07 08:00,2025-07-07 17:00
FAB116306C-03,INSTALL DOOR FRAME BY SECAI - FAB116306C HANDED OVER ON 07/07,Complete,Elevator Hall 20 - 1F -SUE-FAB116305,,,,,,,,2025-07-09 08:00,2025-07-22 17:00,2025-07-09 08:00,2025-09-09 08:00
FAB116302A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116302A - HANDED OVER TO SECAI ON 08/20,Complete,Elevator Mech.Rm 20 - 1F -SUE-FAB116302,,,,,,,,2025-10-06 08:00,2025-10-14 17:00,2025-08-20 13:00,2025-08-20 17:00
FAB116302A-03,INSTALL DOOR FRAME BY SECAI - FAB116302A - HANDED OVER TO SECAI ON 08/20,Complete,Elevator Mech.Rm 20 - 1F -SUE-FAB116302,,,,,,,,2025-10-15 08:00,2025-10-15 17:00,2025-08-20 08:00,2025-08-20 17:00
FAB116302A-04,INSTALL DOOR & HARDWARE - FAB116302A,Active,Elevator Mech.Rm 20 - 1F -SUE-FAB116302,,,,,,,,2025-08-27 08:00,2025-09-02 17:00,2025-08-27 08:00,
FAB116302A-05,PAINT & PROTECT DOORS & FRAMES - FAB116302A,Not Started,Elevator Mech.Rm 20 - 1F -SUE-FAB116302,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB116301A-03,INSTALL DOOR FRAMES - FAB116301A,Complete,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2025-08-28 13:00,2025-08-29 12:00,2025-04-22 00:00,2025-04-22 16:00
FAB116301A-04,INSTALL DOOR & HARDWARE - FAB116301A,Active,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2025-09-19 08:00,2025-09-25 17:00,2025-09-19 08:00,
FAB116301A-05,PAINT & PROTECT DOORS & FRAMES - FAB116301A,Not Started,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116301B-04,INSTALL DOOR & HARDWARE - FAB116301B,Not Started,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2025-11-28 08:00,2025-12-04 17:00,,
FAB116301B-05,PAINT & PROTECT DOORS & FRAMES - FAB116301B,Not Started,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116301C-04,INSTALL DOOR & HARDWARE - FAB116301C,Active,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2025-10-22 08:00,2025-10-28 17:00,2025-10-22 08:00,
FAB116301C-05,PAINT & PROTECT DOORS & FRAMES - FAB116301C,Not Started,Air Lock 20 - 1F -SUE-FAB116301,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116307A-01,INSTALL DOOR FRAMES BY SECAI - FAB116307A,Complete,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2025-10-15 08:00,2025-10-15 17:00,2025-10-15 08:00,2025-10-15 17:00
FAB116307A-04,INSTALL DOOR & HARDWARE - FAB116307A,Active,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2025-10-24 08:00,2025-10-30 17:00,2025-10-24 08:00,
FAB116307A-05,PAINT & PROTECT DOORS & FRAMES - FAB116307A,Not Started,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116307B-03,INSTALL DOOR FRAMES - FAB116307B,Complete,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2025-06-20 08:00,2025-06-20 17:00,2025-05-14 08:00,2025-05-14 16:00
FAB116307B-04,INSTALL DOOR & HARDWARE - FAB116307B,Active,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2025-08-13 08:00,2025-08-19 17:00,2025-08-13 08:00,
FAB116307B-05,PAINT & PROTECT DOORS & FRAMES - FAB116307B,Not Started,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2026-02-16 08:00,2026-02-16 17:00,,
FAB116307B-07,DOOR FRAME PAINT & 1ST COAT - FAB116307B,Complete,Exit Passageway 20 - 1F -SUE-FAB116307,,,,,,,,2025-08-19 08:00,2025-08-25 17:00,2025-08-11 08:00,2025-08-11 17:00
TR-FAB116315A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - TR - FAB116315A,Complete,IT/Security 20 - 1F -SUE-TR-FAB116315,,,,,,,,2025-07-25 08:00,2025-08-04 17:00,2025-07-25 08:00,2025-08-04 17:00
TR-FAB116315A-03,INSTALL DOOR FRAMES - TR - FAB116315A,Complete,IT/Security 20 - 1F -SUE-TR-FAB116315,,,,,,,,2025-08-04 08:00,2025-08-04 17:00,2025-08-05 08:00,2025-08-05 17:00
TR-FAB116315A-04,INSTALL DOOR & HARDWARE - TR - FAB116315A,Active,IT/Security 20 - 1F -SUE-TR-FAB116315,,,,,,,,2025-11-10 08:00,2025-11-14 17:00,2025-11-10 08:00,
TR-FAB116315A-05,PAINT & PROTECT DOORS & FRAMES - TR - FAB116315A,Not Started,IT/Security 20 - 1F -SUE-TR-FAB116315,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116312A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116312A,Complete,Fire Alarm 20 - 1F -SUE-FAB116312,,,,,,,,2025-04-22 08:00,2025-04-30 17:00,2025-04-22 08:00,2025-04-30 17:00
FAB116312A-03,INSTALL DOOR FRAMES - FAB116312A,Complete,Fire Alarm 20 - 1F -SUE-FAB116312,,,,,,,,2025-08-26 08:00,2025-08-26 17:00,2025-04-30 00:00,2025-04-30 16:00
FAB116312A-04,INSTALL DOOR & HARDWARE - FAB116312A,Active,Fire Alarm 20 - 1F -SUE-FAB116312,,,,,,,,2025-04-30 08:00,2025-05-06 17:00,2025-04-30 08:00,
FAB116312A-05,PAINT & PROTECT DOORS & FRAMES - FAB116312A,Not Started,Fire Alarm 20 - 1F -SUE-FAB116312,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116310A-03,IMPACT - INSTALL DOOR FRAMES - FAB116310A,Complete,Duct Shaft Vestibule - 1F -SUE-FAB116310,,,,,,,,2025-05-09 08:00,2025-05-12 17:00,2025-05-09 08:00,2025-05-09 17:00
FAB116310A-04,INSTALL DOOR & HARDWARE - FAB116310A,Active,Duct Shaft Vestibule - 1F -SUE-FAB116310,,,,,,,,2025-08-27 08:00,2025-09-02 17:00,2025-08-27 08:00,
FAB116310A-05,PAINT & PROTECT DOORS & FRAMES - FAB116310A,Not Started,Duct Shaft Vestibule - 1F -SUE-FAB116310,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB116401A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116401A,Complete,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-03-25 08:00,2025-04-02 17:00,2025-03-25 08:00,2025-04-02 17:00
FAB116401A-03,INSTALL DOOR FRAMES - FAB116401A,Complete,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-08-18 13:00,2025-08-19 12:00,2025-04-02 00:00,2025-04-02 16:00
FAB116401A-04,INSTALL DOOR & HARDWARE - FAB116401A,Active,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-08-22 08:00,2025-08-28 17:00,2025-08-22 08:00,
FAB116401A-05,PAINT & PROTECT DOORS & FRAMES - FAB116401A,Not Started,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB116401B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116401B,Complete,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-08-15 08:00,2025-08-15 08:00,2025-08-15 08:00,2025-08-15 08:00
FAB116401B-03,INSTALL DOOR FRAME BY SECAI - FAB116401B,Active,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-08-15 08:00,2025-08-15 17:00,2025-08-15 08:00,
FAB116401B-04,INSTALL DOOR & HARDWARE - FAB116401B,Not Started,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-12-01 08:00,2025-12-05 17:00,,
FAB116401B-05,PAINT & PROTECT DOORS & FRAMES - FAB116401B,Not Started,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116401B-11,IMPACT - SECAI - DIRECTIVE TO HOLD FRAME INSTALLATION,Complete,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-08-15 08:00,2025-08-15 08:00,2025-08-15 08:00,2025-08-15 08:00
FAB116408A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116408A,Complete,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-03-25 08:00,2025-04-02 17:00,2025-03-25 08:00,2025-04-02 17:00
FAB116408A-03,INSTALL DOOR FRAMES - FAB116408A,Complete,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-04-02 08:00,2025-04-02 17:00,2025-04-02 08:00,2025-04-02 17:00
FAB116408A-04,INSTALL DOOR & HARDWARE - FAB116408A,Not Started,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2025-11-21 08:00,2025-11-27 17:00,,
FAB116408A-05,PAINT & PROTECT DOORS & FRAMES -  FAB116408A,Not Started,Duct Shaft - 1F -SUE-FAB116401,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116308A,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-12 08:00,2025-08-12 17:00,2025-08-12 08:00,2025-08-12 17:00
FAB116308A-04,INSTALL DOOR & HARDWARE - FAB116308A,Active,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-22 08:00,2025-08-28 17:00,2025-08-22 08:00,
FAB116308A-05,PAINT & PROTECT DOORS & FRAMES - FAB116308A,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308B-03,SECAI - INSTALL DOOR FRAMES - FAB116308B TO HAND OVER 07/07,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-07-09 08:00,2025-07-22 17:00,2025-07-09 08:00,2025-09-15 17:00
FAB116308B-04,INSTALL DOOR & HARDWARE - FAB116308B,Active,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-10-08 08:00,2025-10-14 17:00,2025-10-08 08:00,
FAB116308B-05,PAINT & PROTECT DOORS & FRAMES - FAB116308B,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308C-04,INSTALL DOOR & HARDWARE - FAB116308C,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-11-24 08:00,2025-11-28 17:00,,
FAB116308C-05,PAINT & PROTECT DOORS & FRAMES - FAB116308C,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308D-03,INSTALL DOOR FRAMES - FAB116308D,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-07-10 08:00,2025-07-10 17:00,2025-06-19 08:00,2025-06-19 16:00
FAB116308D-04,INSTALL DOOR & HARDWARE - FAB116308D,Active,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-27 08:00,2025-09-02 17:00,2025-08-27 08:00,
FAB116308D-05,PAINT & PROTECT DOORS & FRAMES - FAB116308D,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 17:00,,
FAB116308E-04,INSTALL DOOR & HARDWARE - FAB116308E,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-11-28 08:00,2025-12-04 17:00,,
FAB116308E-05,PAINT & PROTECT DOORS & FRAMES - FAB116308E,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308G-03,INSTALL DOOR FRAMES - FAB116308G,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-06-19 08:00,2025-06-19 17:00,2025-06-19 08:00,2025-06-19 17:00
FAB116308G-04,INSTALL DOOR & HARDWARE - FAB116308G,Active,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-27 08:00,2025-09-02 17:00,2025-08-27 08:00,
FAB116308G-05,PAINT & PROTECT DOORS & FRAMES - FAB116308G,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308H-02,DOOR FRAME HANDED OVER TO SECAI ON 07/10 - FAB116308H,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-07-10 08:00,2025-07-10 17:00,2025-07-10 08:00,2025-07-10 17:00
FAB116308H-03,INSTALL DOOR FRAME BY SECAI - FAB116308H HANDED OVER ON 07/10,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-07-07 08:00,2025-08-08 17:00,2025-07-10 08:00,2025-10-03 17:00
FAB116308H-04,INSTALL DOOR & HARDWARE - FAB116308H,Active,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-10-15 08:00,2025-10-21 17:00,2025-10-15 08:00,
FAB116308H-05,PAINT & PROTECT DOORS & FRAMES - FAB116308H,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308J-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116308J,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-11 08:00,2025-08-19 17:00,2025-08-11 08:00,2025-08-19 17:00
FAB116308J-03,INSTALL DOOR FRAMES - FAB116308J,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-19 08:00,2025-08-19 17:00,2025-08-19 08:00,2025-08-19 17:00
FAB116308J-04,INSTALL DOOR & HARDWARE - FAB116308J,Active,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-10-15 08:00,2025-10-21 17:00,2025-10-15 08:00,
FAB116308J-05,PAINT & PROTECT DOORS & FRAMES - FAB116308J,Not Started,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116308J-11,IMPACT - PROCUREMENT - REORDERED DOORS (JAMB DEPTH ISSUE),Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-06-20 08:00,2025-08-14 17:00,2025-06-20 08:00,2025-06-30 17:00
FAB116308D-07,DOOR FRAME PAINT & 1ST COAT - FAB116308D,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-27 08:00,2025-08-29 17:00,2025-08-26 08:00,2025-08-26 17:00
FAB116308G-07,DOOR FRAME PAINT & 1ST COAT - FAB116308G,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-07-28 08:00,2025-07-30 17:00,2025-07-28 08:00,2025-07-30 17:00
FAB116308C-03,INSTALL DOOR FRAMES - FAB116308C,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-06 08:00,2025-08-06 17:00,2025-08-06 08:00,2025-08-06 17:00
FAB116308E-03,INSTALL DOOR FRAMES - FAB116308E,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-08-11 08:00,2025-08-11 17:00,2025-08-06 08:00,2025-08-06 17:00
FAB116308B-13,DOOR FRAME HANDED OVER TO SECAI ON 07/07- FAB116308B,Complete,Mechanical Rm 3 - 1F -SUE-FAB116308,,,,,,,,2025-07-07 08:00,2025-07-07 17:00,2025-07-07 08:00,2025-07-07 16:00
FAB116309A-03,INSTALL DOOR FRAMES - FAB116309A,Complete,Fire Riser Rm 4 - 1F -SUE-FAB116309,,,,,,,,2025-06-20 08:00,2025-06-20 17:00,2025-06-12 08:00,2025-06-12 16:00
FAB116309A-04,INSTALL DOOR & HARDWARE - FAB116309A,Active,Fire Riser Rm 4 - 1F -SUE-FAB116309,,,,,,,,2025-08-08 08:00,2025-08-14 17:00,2025-08-08 08:00,
FAB116309A-05,PAINT & PROTECT DOORS & FRAMES - FAB116309A,Not Started,Fire Riser Rm 4 - 1F -SUE-FAB116309,,,,,,,,2026-02-16 08:00,2026-02-17 17:00,,
FAB116309A-07,DOOR FRAME PAINT & 1ST COAT - FAB116309A,Complete,Fire Riser Rm 4 - 1F -SUE-FAB116309,,,,,,,,2025-08-05 08:00,2025-08-07 17:00,2025-08-05 08:00,2025-08-07 17:00
FAB116402A-03,INSTALL DOOR FRAMES - FAB116402A,Complete,Toilet (W) 1 - 1F -SUE-FAB116402,,,,,,,,2025-09-19 08:00,2025-09-19 17:00,2025-09-20 08:00,2025-09-20 17:00
FAB116402A-04,INSTALL DOOR & HARDWARE - FAB116402A,Active,Toilet (W) 1 - 1F -SUE-FAB116402,,,,,,,,2025-10-31 08:00,2025-11-06 17:00,2025-10-31 08:00,
FAB116402A-05,PAINT & PROTECT DOORS & FRAMES - FAB116402A,Not Started,Toilet (W) 1 - 1F -SUE-FAB116402,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116404A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116404A,Complete,Toilet(M) 1 - 1F -SUE-FAB116404,,,,,,,,2025-08-01 08:00,2025-08-11 17:00,2025-08-01 08:00,2025-08-08 17:00
FAB116404A-03,INSTALL DOOR FRAMES - FAB116404A,Complete,Toilet(M) 1 - 1F -SUE-FAB116404,,,,,,,,2025-08-08 08:00,2025-08-08 17:00,2025-08-09 08:00,2025-08-09 17:00
FAB116404A-04,INSTALL DOOR & HARDWARE - FAB116404A,Active,Toilet(M) 1 - 1F -SUE-FAB116404,,,,,,,,2025-09-08 08:00,2025-09-12 17:00,2025-09-08 08:00,
FAB116404A-05,PAINT & PROTECT DOORS & FRAMES - FAB116404A,Not Started,Toilet(M) 1 - 1F -SUE-FAB116404,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116403A-03,INSTALL DOOR FRAMES - FAB116403A,Complete,Toilet Vestibule 1 - 1F -SUE-FAB116403,,,,,,,,2025-06-20 08:00,2025-06-20 17:00,2025-06-09 08:00,2025-06-09 16:00
FAB116403A-07,DOOR FRAME PAINT & 1ST COAT - FAB116403A,Complete,Toilet Vestibule 1 - 1F -SUE-FAB116403,,,,,,,,2025-08-27 08:00,2025-08-29 17:00,2025-08-27 08:00,2025-08-29 17:00
FAB116403A-04,INSTALL DOOR & HARDWARE - FAB116403A,Active,Toilet Vestibule 1 - 1F -SUE-FAB116403,,,,,,,,2025-09-02 08:00,2025-09-08 17:00,2025-09-02 08:00,
FAB116403A-05,PAINT & PROTECT DOORS & FRAMES - FAB116403A,Not Started,Toilet Vestibule 1 - 1F -SUE-FAB116403,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116405A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116405A,Complete,Janitor Rm 1 - 1F -SUE-FAB116405,,,,,,,,2025-08-11 08:00,2025-08-19 17:00,2025-08-11 08:00,2025-08-12 17:00
FAB116405A-03,INSTALL DOOR FRAMES - FAB116405A,Complete,Janitor Rm 1 - 1F -SUE-FAB116405,,,,,,,,2025-08-12 08:00,2025-08-12 17:00,2025-08-12 08:00,2025-08-12 17:00
FAB116405A-04,INSTALL DOOR & HARDWARE - FAB116405A,Active,Janitor Rm 1 - 1F -SUE-FAB116405,,,,,,,,2025-10-14 08:00,2025-10-20 17:00,2025-10-14 08:00,
FAB116405A-05,PAINT & PROTECT DOORS & FRAMES - FAB116405A,Not Started,Janitor Rm 1 - 1F -SUE-FAB116405,,,,,,,,2026-02-16 08:00,2026-02-19 15:00,,
FAB116406A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB116406A,Complete,Maint Rm 1 - 1F -SUE-FAB116406,,,,,,,,2025-03-17 08:00,2025-03-25 17:00,2025-03-17 08:00,2025-03-25 17:00
