Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Subcontractor,Trade,Responsible Person,Planned Start,Planned Finish,Actual Start,Actual Finish
CN.SEB4.6360,Drywall Clips & AMTS Installs Support Beams - SEB4 - GL 28-31 - D LINE L4,Complete,SEB - 4,,SUEN-4 - 28-31,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,SECAI,Fireproofing,,2024-03-25 07:00,2024-04-03 09:00,2024-03-16 07:00,2024-03-27 17:00
CN.SEB4.9020,INSTALL FRAMING/DRYWALL/TAPE+FLOAT - ELEVATOR 19 - Lvl 3 only remaining,Active,SEB - 4,East Support Building,SUEN-4 - 28-31,,ELEVATOR,BERG,DRYWALL,JAMES LIVELY,2025-01-20 07:00,2025-02-04 17:00,2024-12-23 07:00,
CN.SEB4.9040,INSTALL DRYWALL & FIRE CAULKING - DOOR FRONTS - ELEVATOR 19,Complete,SEB - 4,East Support Building,SUEN-4 - 28-31,,ELEVATOR,W&W,DRYWALL,JAMES LIVELY,2025-09-18 07:00,2025-10-09 17:00,2025-08-20 07:00,2025-08-29 17:00
CN.SEB4.9100,IMPACT - L2 & L3 DRYWALL LOCATION RFI 1584 - ELEVATOR 19,Complete,SEB - 4,East Support Building,SUEN-4 - 28-31,,ELEVATOR,BERG,DRYWALL,JAMES LIVELY,2024-10-21 07:00,2024-11-08 17:00,2024-10-21 07:00,2024-10-29 17:00
CN.AB.AR.7777,IMPACT - RELOCATE A -LINE DRYWALL - RETICLE RM - SEB4 - GL 28-31 - C-A - L3,Complete,SEB - 4,East Support Building,SUEN-4 - 28-31,L3 / Waffle Slab Level,RETICLE RM,CHERRY COATING,DRYWALL,AMBER CARO,2024-11-25 07:00,2024-12-03 17:00,2024-11-25 07:00,2024-12-07 17:00
CN.SEB55420,IMPACT - SECAI WALL OPENING IMPENDING DRYWALL - ELECTRICAL ROOM 3 NORTH - SEB4 - GL 28-31 - C-A - L2,Complete,SEB - 4,East Support Building,SUEN-4 - 28-31,L2 - SubFab Level,Electric RM 3,BERG,DRYWALL,AMBER CARO,2024-12-03 07:00,2024-12-10 17:00,2025-01-06 07:00,2025-06-16 07:00
CN.AB.AR.4160,TAPE & FINISH DRYWALL - RETICLE ROOM - SEB5 - GL 31-33 - C-A - L3,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,RETICLE RM,CHERRY COATING,DRYWALL,AMBER CARO,2025-04-24 07:00,2025-04-25 17:00,2025-04-24 07:00,2025-04-25 17:00
CN.AB.AR.4420,DRYWALL 2 SIDE - RETICLE ROOM - SEB5 - GL 31-33 - C-A - L3 (Impacted by Temp Opening by SECAI),Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,RETICLE RM,BERG,DRYWALL,AMBER CARO,2024-11-04 07:00,2024-11-14 17:00,2024-05-09 07:00,2024-09-16 07:00
CN.AB.AR.4430,DRYWALL & INSULATION (1 side) (INT) - RETICLE ROOM - SEB5 - GL 31-33 - C-A - L3,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,RETICLE RM,BERG,DRYWALL,AMBER CARO,2024-04-05 15:00,2024-04-15 15:00,2024-03-11 07:00,2024-05-08 17:00
CN.SWB5.1770,PH1- INSTALL INTERIOR DRYWALL - SE PENTHOUSE - GL 3-5 C-D,Complete,SEB - 5,East Support Building,SOUTH EAST PENTHOUSE,L4 - SUP Roof - FAB Roof,,BERG,DRYWALL,SEAN MONK,2024-06-04 07:00,2024-06-10 17:00,2024-06-04 07:00,2024-07-31 17:00
CN.SEB5.4250,DRYWALL & INSULATION (1 side) - SEB-5 - L1 only,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,,,DRYWALL,AMBER CARO,2023-10-16 07:00,2023-10-19 17:00,2023-10-16 07:00,2023-10-20 17:00
CN.SEB5R.4090,TAPE & FINISH DRYWALL - SEA5 - GL 31-33 - L2 - C-A - BATTERY ROOM 4,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L2 - SubFab Level,BATT RM 4,,DRYWALL,AMBER CARO,2024-04-01 07:00,2024-04-05 17:00,2024-03-30 07:00,2024-04-04 17:00
CN.SEB5R.4400,DRYWALL 2 SIDE - SEA5 - GL 31-33 - L2 - C-A - BATTERY ROOM 4 [AWAITING SPRAYPAINT TO CLOSE-IN WALL],Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L2 - SubFab Level,BATT RM 4,ROLLING PLAINS,DRYWALL,AMBER CARO,2024-03-25 07:00,2024-03-29 17:00,2024-03-25 07:00,2024-03-29 17:00
CN.SEB5R.4410,DRYWALL & INSULATION (1 side) (INT) - SEA5 - GL 31-33 - L2 - C-A - BATTERY ROOM 4,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L2 - SubFab Level,BATT RM 4,,DRYWALL,AMBER CARO,2023-11-27 07:00,2023-12-01 17:00,2023-11-27 07:00,2023-12-01 17:00
CN.SEB5.1181,TAPE & FINISH DRYWALL - SEA5 - GL 31-33 - L1 - D LINE,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-01-26 07:00,2024-01-29 17:00,2023-11-22 07:00,2023-11-28 11:00
CN.SEB5.1191,PRIMER & PAINT DRYWALL -  GL 31-33 - D LINE - L1,Not Started,SEB - 5,West Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,DS/AD INTERIORS,FINISH PAINT,TBD Architectural Finishes,FIZ DATA CENTER,2025-11-21 07:00,2025-11-21 07:00,,
CN.SEB5.1171,DRYWALL 2 SIDE - SEA5 - GL 31-33 - L1 - D LINE,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-01-22 07:00,2024-01-25 17:00,2023-11-18 07:00,2023-11-22 17:00
CN.SEB5.1151,DRYWALL & INSULATION (1 side) (INT) - SEA5 - GL 31-33 - L1 - D LINE,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2023-11-14 09:00,2023-11-19 17:00,2023-11-14 09:00,2023-11-17 11:00
CN.SEB5.1011,REMEDY - DEMO DRYWALL (2hr) - SEB5 - GL 31-33 - D LINE - L2,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L2 - SubFab Level,DS/AD INTERIORS,BERG,TBD Architectural Finishes,FIZ DATA CENTER,2024-06-17 07:00,2024-06-25 17:00,2024-04-23 12:55,2024-04-25 17:00
CN.SEB5.1061,REMEDY - TAPE & FINISH DRYWALL - SEB5 - GL 31-33 - D LINE - L2,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L2 - SubFab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-08-16 07:00,2024-08-20 17:00,2024-08-16 07:00,2024-08-19 17:00
CN.SEB5.1041,REMEDY - FRAME & DRYWALL (INT)- SEB5 - GL 31-33 - D LINE - L2,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L2 - SubFab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-07-22 07:00,2024-07-30 17:00,2024-07-22 07:00,2024-08-12 17:00
CN.SEB5.1121,TAPE & FINISH DRYWALL - SEB5 - GL 31-33 - D LINE - L3,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,DS/AD INTERIORS,CHERRY COATING,DRYWALL,FIZ DATA CENTER,2024-06-10 07:00,2024-06-14 17:00,2024-06-10 07:00,2024-06-14 17:00
CN.SEB5.1111,DRYWALL 2 SIDE - SEB5 - GL 31-33 - D LINE - L3,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,DS/AD INTERIORS,BERG,DRYWALL,FIZ DATA CENTER,2024-05-23 07:00,2024-05-30 17:00,2024-04-25 07:00,2024-06-03 17:00
CN.SEB5.1101,DRYWALL & INSULATION (1 side) (INT) - SEA5 - GL 31-33 - L3 - D LINE,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,DS/AD INTERIORS,,DRYWALL,FIZ DATA CENTER,2024-03-28 07:00,2024-03-31 17:00,2024-03-28 07:00,2024-03-30 11:00
CN.SEB5.1141,FRAMING & DRYWALL - ELEVATOR 18 (MK MARLOW) - LEVEL 1&2,Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,ELEVATOR,BERG,DRYWALL,JAMES LIVELY,2024-07-01 07:00,2024-08-01 17:00,2024-07-03 07:00,2024-08-26 17:00
CN.SEB5.6310,Drywall Clips & AMTS Installs Support Beams - SEB5 - GL 31-33 - D LINE - L4,Complete,SEB - 5,,SUEN-5 - 31-33,L4 - SUP Roof - FAB Roof,DS/AD INTERIORS,SECAI,Fireproofing,,2024-03-25 07:00,2024-04-03 09:00,2024-03-21 07:00,2024-04-08 17:00
CN.SEB5.9200,INSTALL FRAMING & DRYWALL - ELEVATOR 18 (MK MARLOW) - LEVEL 3 (SOUTH WALL FIX INCLUDED),Complete,SEB - 5,West Support Building,SUEN-5 - 31-33,L1 - Fndn Slab,ELEVATOR,BERG,DRYWALL,JAMES LIVELY,2024-09-06 07:00,2024-09-17 17:00,2024-08-28 07:00,2024-10-03 17:00
CN.SEB5.9320,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - DOOR FRONTS - ELEVATOR 18",Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,,ELEVATOR,W&W,DRYWALL,AMBER CARO,2025-06-18 07:00,2025-07-21 17:00,2025-06-05 07:00,2025-07-31 17:00
CN.SWB5.10240,INSTALL SCAFFOLD TO DEMO DRYWALL - SE PENTHOUSE - GL 3-5 A,Complete,SEB - 5,East Support Building,SOUTH EAST PENTHOUSE,L4 - SUP Roof - FAB Roof,,BERG,DRYWALL,SEAN MONK,2024-10-04 07:00,2024-10-04 17:00,2024-10-03 07:00,2024-10-14 17:00
CN.SWB5.10250,"DEMO A LINE TEMP DRYWALL, CLEANUP & REMOVE SCAFFOLD - SE PENTHOUSE - GL 3-5 A",Complete,SEB - 5,East Support Building,SOUTH EAST PENTHOUSE,L4 - SUP Roof - FAB Roof,,BERG,DRYWALL,SEAN MONK,2024-10-15 07:00,2024-10-18 17:00,2024-10-15 07:00,2024-10-18 17:00
CN.SWB5.10270,REMAINING COLUMN WRAP FRAMING & DRYWALL - MCC ROOM / SE PENTHOUSE - GL 3-4,Complete,SEB - 5,East Support Building,SOUTH EAST PENTHOUSE,L4 - SUP Roof - FAB Roof,,BERG,DRYWALL,SEAN MONK,2024-10-21 07:00,2024-10-22 17:00,2024-10-21 07:00,2025-01-06 17:00
CN.AB.AR.8360,FINISH DRYWALL & FINISHES- AIRLOCK 18 - SEB5 - GL 31-33 - C-A - L3 SECAI TOOK OVER FOR ACCELERATION,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,AIRLOCKS & VESTABLES,ALK,TBD Architectural Finishes,AMBER CARO,2025-01-22 07:00,2025-01-28 17:00,2025-01-22 07:00,2025-06-06 17:00
CN.AB.AR.8430,FINISH DRYWALL & FINISHES- VESTIUBLE 18 - SEB5 - GL 31-33 - C-A - L3 SECAI TOOK OVER FOR ACCELERATION,Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,L3 / Waffle Slab Level,AIRLOCKS & VESTABLES,ALK,TBD Architectural Finishes,AMBER CARO,2025-02-10 07:00,2025-02-18 17:00,2025-02-04 07:00,2025-06-06 17:00
CN.SEB5.9420,"COMPLETE REMAINING FRAMING, DRYWALL, FIRE CAULKING - SHAFT & DOOR FRONTS - ELEVATOR 01B -",Complete,SEB - 5,East Support Building,SUEN-5 - 31-33,,ELEVATOR,W&W,DRYWALL,AMBER CARO,2025-06-13 07:00,2025-07-10 17:00,2025-06-19 07:00,2025-08-01 17:00
INT.P1.Gypsum.1130,LOI - Execute Subcontract - Gypsum,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2023-05-23 07:00,2023-05-28 15:00,2023-05-23 07:00,2023-05-30 17:00
INT.P1.Gypsum.1140,Subcontractor Submit Shop Drawings / Product Data - Gypsum,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2023-06-02 07:00,2023-06-12 13:00,2023-06-02 07:00,2023-06-22 11:00
INT.P1.Gypsum.1150,Jacobs Review / Approve shop Drawings - Gypsum,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2023-06-22 11:00,2023-07-02 17:00,2023-06-22 11:00,2023-07-10 09:00
INT.P1.Gypsum.1160,Fabrication / Lead time - Gypsum,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2023-07-10 09:00,2023-07-14 09:00,2023-07-10 09:00,2023-07-14 09:00
INT.P1.Gypsum.1190,GL 33 - DRYWALL LEAD TIME,Complete,PRE CONSTRUCTION,Support Building Overall,GRIDLINE 33,FRAMING/ DRYWALL GYPSUM,GL 33 PROCUREMENT ITEMS,,DRYWALL,AMBER CARO,2023-11-27 07:00,2023-12-28 15:00,2023-11-20 20:44,2023-12-01 18:44
INT.P1.Gypsum.1200,IMPACT - STOP WORK - RAIN WATER INTRUSION - DRYWALL,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2024-02-19 07:00,2024-03-18 11:00,2024-01-31 00:00,2024-02-27 00:00
INT.P1.Gypsum.1210,IMPACT - REMEDY - CCD#327 APACHE DRYWALL DEMO #324 MKMarlow Re Install #281/ 307 BERG #314 Apache scaffold,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2024-02-19 07:00,2024-03-18 11:00,2024-05-13 00:00,2024-05-28 00:00
INT.P1.T&F.1230,IMPACT - REMEDY - YATES SUBMIT CCD #368 REMEDY DRYWALL TAPE & FINISH,Complete,PRE CONSTRUCTION,Support Building Overall,Gypsum,FRAMING/ DRYWALL GYPSUM,,,DRYWALL,AMBER CARO,2024-02-19 07:00,2024-03-18 11:00,2024-06-03 00:00,2024-06-10 07:00
A1000,DRYWALL SCOPE SUBSTANTIAL COMPLETION,Not Started,Remobilization and Out-of-Sequence Completion List - DD07-10-2025,,,,,,,,2025-12-22 17:00,2025-12-22 17:00,,
ZX-4330,Complete Drywall & Inspect - Elevator #22 - FAB1 - 2F,Complete,Elevator 22 - 2F -SUE-FAB1-EL22,,,,,,,,2025-08-01 08:00,2025-08-14 17:00,2025-07-16 08:00,2025-07-25 17:00
ZX-11710,Complete Drywall & Inspect - 4F-D/3-33 West Face,Complete,4F-D/3-33 West Face - 4F - SUE,,,,,,,,2025-08-25 08:00,2025-09-12 17:00,2025-08-25 08:00,2025-09-08 17:00
ZX-11830,Complete Drywall & Inspect - Duct Shaft - 4F-SUE-FAB146103,Complete,Duct Shaft - 4F -SUE-FAB146103,,,,,,,,2025-09-02 08:00,2025-09-08 17:00,2025-09-02 08:00,2025-09-08 17:00
ZX-13900,Complete Drywall & Inspect - MCC Rm - 4F-SUE-FAB146106 NON RATED,Complete,MCC Rm - 4F -SUE-FAB146106,,,,,,,,2025-06-18 08:00,2025-07-01 17:00,2025-06-10 08:00,2025-09-08 08:00
ZX-13510,Complete Drywall & Inspect - I/O Rm 1-4FSUE-FAB146107 NON RATED WALLS,Complete,I/O Rm 1 - 4F- SUE-FAB146107,,,,,,,,2025-06-18 08:00,2025-06-26 17:00,2025-06-10 08:00,2025-06-19 16:00
ZX-11860,Complete Drywall & Inspect - Elevator #22 - 4F-1FAB-EL22,Complete,Elevator 22 - 4F -SUE-FAB1-EL22,,,,,,,,2025-08-01 08:00,2025-08-14 17:00,2025-08-01 08:00,2025-08-08 17:00
ZX-11980,Complete Drywall & Inspect - Elevator Hall #22 - 4F-FAB146105,Complete,Elevator Hall 22 - 4F -SUE-FAB146105,,,,,,,,2025-09-02 08:00,2025-09-08 17:00,2025-09-02 08:00,2025-09-08 17:00
ZX-12010,Complete Drywall & Inspect - Duct Shaft - 4F-SUE-FAB146101,Complete,Duct Shaft - 4F -SUE-FAB146101,,,,,,,,2025-07-28 08:00,2025-08-08 17:00,2025-07-28 08:00,2025-08-08 17:00
FAB146101A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB146101A,Complete,Duct Shaft - 4F -SUE-FAB146101,,,,,,,,2025-05-07 08:00,2025-05-15 17:00,2025-05-07 08:00,2025-05-07 17:00
FAB146101B-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB146101B,Complete,Duct Shaft - 4F -SUE-FAB146101,,,,,,,,2025-05-07 08:00,2025-05-15 17:00,2025-05-07 08:00,2025-05-07 17:00
ZX-12310,Complete Drywall & CATCHUP Inspect - Fire Alarm 22 - 4F-FAB146102,Complete,Fire Alarm 22 - 4F -SUE-FAB146102,,,,,,,,2025-05-16 08:00,2025-05-26 17:00,2025-05-16 08:00,2025-06-16 16:00
ZX-12610,Complete Drywall & Inspect - IT/Security 22 - 4F-TR-FAB146103,Complete,IT/Security 22 - 4F -SUE-TR-FAB146103,,,,,,,,2025-05-16 08:00,2025-05-26 17:00,2025-05-16 08:00,2025-06-30 16:00
ZX-11950,Complete Drywall & Inspect - Duct Shaft - 4F-SUE-FAB146302,Complete,Duct Shaft - 4F -SUE-FAB146302,,,,,,,,2025-09-29 08:00,2025-09-30 17:00,2025-09-29 08:00,2025-09-30 17:00
ZX-12100,Complete Drywall & Inspect - 4F-Vestibule @ ST20-SUE-FAB146303,Complete,4F-Vestibule @ ST20 - 4F -SUE-FAB146303,,,,,,,,2025-07-18 08:00,2025-07-31 17:00,2025-07-18 08:00,2025-08-08 17:00
ZX-12400,Complete Drywall & Inspect - Duct Shaft - 4F-SUE-FAB146402,Complete,Duct Shaft - 4F -SUE-FAB146402,,,,,,,,2025-09-01 08:00,2025-09-12 17:00,2025-09-01 08:00,2025-09-09 17:00
ZX-12700,Complete Drywall & Inspect - IT/Security 18 - 4F-SUE-FAB146508,Complete,IT/Security 18 - 4F -SUE-FAB146508,,,,,,,,2025-09-29 08:00,2025-09-30 17:00,2025-09-29 08:00,2025-09-30 17:00
TR-FAB146508A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - TR - FAB146508A,Complete,IT/Security 18 - 4F -SUE-FAB146508,,,,,,,,2025-09-29 08:00,2025-09-30 17:00,2025-09-29 08:00,2025-09-30 17:00
ZX-11920,Complete Drywall & Inspect - Fire Alarm 18 - 4F-FAB146506,Complete,Fire Alarm 18 - 4F -SUE-FAB146506,,,,,,,,2025-06-26 08:00,2025-07-04 17:00,2025-06-10 08:00,2025-06-16 16:00
FAB146506A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB146506A,Complete,Fire Alarm 18 - 4F -SUE-FAB146506,,,,,,,,2025-09-03 08:00,2025-09-04 17:00,2025-09-03 08:00,2025-09-04 17:00
ZX-12160,Complete Drywall & Inspect - Elevator Hall #18 - 4F-SUE-FAB146507,Complete,Elevator Hall 18 - 4F -SUE-FAB146507,,,,,,,,2025-06-30 08:00,2025-07-08 17:00,2025-06-10 08:00,2025-06-30 16:00
FAB146507C-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB146507C,Complete,Elevator Hall 18 - 4F -SUE-FAB146507,,,,,,,,2025-07-09 08:00,2025-07-10 17:00,2025-07-09 08:00,2025-07-10 17:00
ZX-12460,Complete Drywall & Inspect - Elevator #18 - 4F-1FAB-EL18,Complete,Elevator 18 - 4F -SUE-FAB1-EL18,,,,,,,,2025-07-18 08:00,2025-07-28 17:00,2025-07-18 08:00,2025-07-28 17:00
ZX-12760,Complete Drywall & Inspect - NE Breezway-4F,Complete,NE Breezway - 4F - SUE,,,,,,,,2025-09-04 08:00,2025-09-16 17:00,2025-09-04 08:00,2025-09-11 17:00
ZX-11890,Complete Drywall & Inspect - I/O Rm 2 - 4F-SUE-FAB146502,Complete,I/O Rm 2 - 4F -SUE-FAB146502,,,,,,,,2025-05-29 08:00,2025-06-06 17:00,2025-05-14 08:00,2025-05-19 16:00
ZX-12070,Complete Drywall & Inspect - MCC Rm 2 - 4F-SUE-FAB146503 NON RATED WALLS,Complete,MCC Rm 2 - 4F -SUE-FAB146503,,,,,,,,2025-06-12 08:00,2025-06-23 17:00,2025-05-23 08:00,2025-05-28 16:00
ZX-18670,Complete Drywall & Inspect CATCH-UP - MCC Rm 2 - 4F-SUE-FAB146503,Complete,MCC Rm 2 - 4F -SUE-FAB146503,,,,,,,,2025-06-13 08:00,2025-06-23 17:00,2025-06-13 08:00,2025-06-27 16:00
ZX-12370,Complete Drywall & Inspect - 4F-D-G/33,Complete,4F-D-G/33 - 4F - SUE,,,,,,,,2025-06-06 08:00,2025-06-19 17:00,2025-05-26 08:00,2025-05-29 16:00
ZX-12670,Complete Drywall & Inspect - 4F-G.3-K/33,Complete,4F-G.3-K/33 - 4F - SUW,,,,,,,,2025-09-25 08:00,2025-09-29 17:00,2025-09-25 08:00,2025-09-29 17:00
ZX-12220,Complete Drywall & Inspect - 4F-K/33-3,Complete,4F-K/33-3 - 4F - SUW,,,,,,,,2025-07-09 08:00,2025-07-29 17:00,2025-06-23 08:00,2025-06-30 16:00
ZX-12520,Complete Drywall & Inspect - IT/Security 5 - 4F-SUW-FAB140503,Complete,IT/Security 5 - 4F -SUW-FAB140503,,,,,,,,2025-05-27 08:00,2025-05-28 17:00,2025-05-27 08:00,2025-05-28 16:00
TR-FAB140503A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - TR - FAB140503A,Complete,IT/Security 5 - 4F -SUW-FAB140503,,,,,,,,2025-05-01 08:00,2025-05-02 17:00,2025-05-01 08:00,2025-05-02 17:00
ZX-12820,Complete Drywall & Inspect - Fire Alarm 5 - 4F-FAB140507,Complete,Fire Alarm 5 - 4F -SUW-FAB140507,,,,,,,,2025-05-16 08:00,2025-05-19 17:00,2025-05-16 08:00,2025-05-21 16:00
ZX-12040,Complete Drywall & Inspect - Elevator Hall #05 - 4F-SUW-FAB140508,Complete,Elevator Hall 5 - 4F -SUW-FAB140508,,,,,,,,2025-09-01 08:00,2025-09-05 17:00,2025-09-01 08:00,2025-09-05 17:00
ZX-12340,Complete Drywall & Inspect - Elevator #05 - 4F-1FAB-EL5,Complete,Elevator 5 - 4F -SUW-FAB1-EL05,,,,,,,,2025-09-29 08:00,2025-09-30 17:00,2025-09-29 08:00,2025-09-30 17:00
ZX-12640,Complete Drywall & Inspect - NW Breezway 4F,Complete,NW Breezway - 4F - SUW,,,,,,,,2025-10-01 08:00,2025-10-14 17:00,2025-10-01 08:00,2025-10-13 17:00
ZX-12130,Complete Drywall & Inspect - I/O Rm 2 - 4F-SUW-FAB140501 NON RATED WALLS,Complete,I/O Rm 2 - 4F - SUW-FAB140501,,,,,,,,2025-06-13 08:00,2025-06-23 17:00,2025-06-13 08:00,2025-06-19 16:00
ZX-12430,Complete Drywall & Inspect - MCC Rm 2 - 4F-SUW-FAB140509 NON RATED WALLS,Complete,MCC Rm 2 - 4F -SUW-FAB140509,,,,,,,,2025-06-10 08:00,2025-06-19 17:00,2025-06-10 08:00,2025-08-01 17:00
ZX-12730,SECAI TOOK OVER FOR DESIGN ISSUES - Complete Drywall & Inspect - Rated Chase West - 4F-SUW-FAB140510,Complete,Rated Chase West - 4F -SUW-FAB140510,,,,,,,,2025-08-04 08:00,2025-08-15 17:00,2025-08-15 08:00,2025-08-15 17:00
ZX-12280,Complete Drywall & Inspect - Duct Shaft - 4F-SUW-FAB140502 (MK MARLOW),Complete,Duct Shaft - 4F -SUW-FAB140502,,,,,,,,2025-09-02 08:00,2025-09-08 17:00,2025-09-02 08:00,2025-09-08 17:00
ZX-12580,Complete Drywall & Inspect - Vestibule 3 - 4F-SUW-FAB140303,Complete,Vestibule 3 - 4F -SUW-FAB140303,,,,,,,,2025-06-19 08:00,2025-06-27 17:00,2025-06-10 08:00,2025-08-08 17:00
ZX-12880,Complete Drywall & Inspect - Voc CTR Rm - 4F-SUW-FAB140301,Complete,Voc CTR Rm - 4F -SUW-FAB140301,,,,,,,,2025-06-23 08:00,2025-07-01 17:00,2025-05-15 08:00,2025-05-19 16:00
ZX-12250,Complete Drywall & Inspect - Duct Shaft - 4F-SUW-FAB140201 (MK MARLOW),Complete,Duct Shaft - 4F -SUW-FAB140201,,,,,,,,2025-09-02 08:00,2025-09-08 17:00,2025-09-02 08:00,2025-09-08 17:00
FAB140201A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB140201A,Complete,Duct Shaft - 4F -SUW-FAB140201,,,,,,,,2025-07-30 08:00,2025-08-07 17:00,2025-07-11 08:00,2025-07-11 17:00
ZX-12550,Complete Drywall & Inspect - IT/Security 1 - 4F-SUW-FAB140105,Complete,IT/Security 1 - 4F -SUW-FAB140105,,,,,,,,2025-06-16 08:00,2025-06-17 17:00,2025-06-02 08:00,2025-06-04 16:00
ZX-12850,Complete Drywall & Inspect - Fire Alarm 1 - 4F-SUW-FAB140103,Complete,Fire Alarm 1 - 4F -SUW-FAB140103,,,,,,,,2025-06-10 08:00,2025-06-18 17:00,2025-06-10 08:00,2025-06-16 16:00
ZX-12190,Complete Drywall & Inspect - Elevator Hall #01 - 4F-SUW-FAB140101,Complete,Elevator Hall 1 - 4F -SUW-FAB140101,,,,,,,,2025-09-04 08:00,2025-09-08 17:00,2025-09-04 08:00,2025-09-08 17:00
ZX-12490,SECAI TOOK OVER FOR ACCELERATION - Drywall & Inspect - Elevator #01 - 4F-1FAB-EL,Complete,Elevator 1 - 4F -SUW-FAB1-EL01,,,,,,,,2025-09-09 08:00,2025-09-19 17:00,2025-09-19 08:00,2025-09-19 17:00
ZX-16600,IMPACT - Complete Drywall & Inspect - Elevator #01 - 4F-1FAB-EL - ELEVATOR TEAM TOOK OVER,Complete,Elevator 1 - 4F -SUW-FAB1-EL01,,,,,,,,2025-05-05 08:00,2025-05-23 17:00,2025-05-05 08:00,2025-09-15 17:00
ZX-12790,Complete Drywall & Inspect - Elevator #1B - 4F-1FAB-EL1B (Only missing FRONT by MK MARLOW),Complete,Elevator 1B-4F-1FAB-EL1B,,,,,,,,2025-05-16 08:00,2025-05-29 17:00,2025-05-16 08:00,2025-08-01 08:00
ZX-13030,Complete Drywall & Inspect - MCC Rm - 4F-SUW-FAB140106,Complete,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-05-13 08:00,2025-05-15 17:00,2025-05-13 08:00,2025-05-15 16:00
FAB140106A-01,IMPACT - INSTALL/REWORK DRYWALL FRAMING AROUND DOORS - FAB140106A,Complete,MCC Rm - 4F -SUW-FAB140106,,,,,,,,2025-09-08 08:00,2025-09-09 17:00,2025-09-08 08:00,2025-09-09 17:00
ZX-13330,Complete Drywall & Inspect - I/O Rm - 4F-SUW-FAB140109 NON RATED WALLS,Complete,I/O Rm - 4F -SUW-FAB140109,,,,,,,,2025-06-11 08:00,2025-06-16 17:00,2025-06-11 08:00,2025-06-16 16:00
