Task Code,Task Description,Status,WBS,Building,Area,Level,Room,Phase,Subcontractor,Trade,Responsible Person,Bid Package,Planned Start,Planned Finish,Actual Start,Actual Finish,Early Start,Early Finish,Late Start,Late Finish,Remaining Duration (hrs),Planned Duration (hrs),Physical % Complete
CN.SEA2.1000,PH1- SUP - EXCAVATE PIER CAPS - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,Excavate CIP,ANDREA SOLIS,,2022-09-29 11:00,2022-10-01 15:00,2022-09-29 11:00,2022-10-01 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,24,100
CN.SEA2.1010,PH1-FRP GRADE BEAM - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,Pour Concrete,ANDREA SOLIS,,2022-10-21 07:00,2022-10-23 09:00,2022-10-21 07:00,2022-10-24 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,22,100
CN.SEA2.1020,PH1-BLACK BASE (NOW RAT SLAB) - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,RAT SLAB,ANDREA SOLIS,,2022-10-24 11:00,2022-10-27 15:00,2022-10-24 11:00,2022-10-27 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,24,100
CN.SEA2.1030,PH1-CURE PIER CAPS - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,Concrete Cure,ANDREA SOLIS,,2022-10-24 11:00,2022-10-24 11:00,2022-10-24 11:00,2022-10-24 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,0,100
CN.SEA2.1080,PH1- FRP SLAB - SEA-2-L3,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,SOMD,CONCRETE,,2023-06-12 07:00,2023-06-17 15:00,2023-06-12 07:00,2023-06-22 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,48,100
CN.SEA2.1120,PH1- FRP SLAB - SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,SOMD,CONCRETE,SOMD / Roofing / Waterproofing,2023-07-11 07:00,2023-07-14 09:00,2023-07-11 07:00,2023-07-22 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,32,100
CN.SEA2.1100,PH1- CURE SOMD - SEA-2-L3,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,Concrete Cure,JAMES LEE,,2023-06-22 11:00,2023-06-23 09:00,2023-06-22 11:00,2023-06-22 19:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,8,100
CN.SEA2.1130,PH1- CURE SOMD - SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Concrete Cure,JAMES LEE,SOMD / Roofing / Waterproofing,2023-08-01 13:00,2023-08-03 17:00,2023-07-22 20:23,2023-07-23 20:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,24,100
CN.SEA2.1090,PH1- 1st FLOOR SLAB - SEA-2-L1,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,Pour Concrete,ANDREA SOLIS,,2022-10-28 09:00,2022-11-01 10:00,2022-10-28 09:00,2022-11-03 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,41,100
CN.SEA2.1190,FRP TOPPING SLAB - GL 16-11 - C-A - L4 ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,BAKER,TOPPING,CONCRETE,SOMD / Roofing / Waterproofing,2024-07-29 07:00,2024-07-31 17:00,2024-07-24 07:00,2024-07-25 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
CN.SEA2.1220,MEP EQPT PADS (LAYOUT & INSTALL DOWELS)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Cast-in Place Concrete - Baker Concrete,JAMES LEE,SOMD / Roofing / Waterproofing,2023-08-01 13:00,2023-08-03 17:00,2023-07-24 13:00,2023-07-26 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,24,100
CN.SEA2.1050,TIER 1 ERECT PRECAST COLUMNS & BEAMS - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,"SUP EAST A,B",SEAN MONK,,2023-02-27 08:00,2023-03-05 14:00,2023-02-27 08:00,2023-03-06 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,56,100
CN.SEA2.1140,PH1-ROOF LAYER PARAPET (FRAMING & SHEATING RIP)- SEA2 GL 16-13 L4,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,FAB Subfab and Parapets,JAMES LIVELY,SOMD / Roofing / Waterproofing,2023-08-02 07:00,2023-08-03 13:00,2023-07-26 21:00,2023-07-27 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,16,100
CN.SEA2.1160,PH1-FLUID APPLIED MEMBRANE ROOFING - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Roofing,JAMES LIVELY,SOMD / Roofing / Waterproofing,2023-08-04 07:00,2023-08-07 09:00,2023-07-28 07:00,2023-07-29 07:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,32,100
CN.SEA2.1170,PH1 - CLADDING STEEL INTERIOR - GL 16-13 - D LINE (AD AREA),Complete,SEA - 2,East Support Building,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,PATRIOT,INSULATED METAL PANELS,JAMES LIVELY,,2024-05-03 07:00,2024-05-10 17:00,2024-04-22 07:00,2024-05-03 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-21 07:00,2025-11-21 07:00,0,50,100
CN.SEA2.1200,PH1 - INSTALL INSULATED METAL PANEL MODULES - SEA2 - GL 16-13 - C LINE (DS AREA),Complete,SEA - 2,East Support Building,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,JAMES LIVELY,,2024-04-15 07:00,2024-04-23 09:00,2024-04-04 11:00,2024-04-12 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-29 07:00,2025-10-29 07:00,0,62,100
CN.SEA2.1150,PH1 - CLADDING STEEL - SEA-2 A LINE [SUP EXTERIOR WALL],Complete,SEA - 2,East Support Building,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,JAMES LIVELY,,2023-10-02 07:00,2023-10-07 13:00,2023-09-23 07:00,2023-09-30 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,56,100
CN.SEA2.1180,PH1 - INSTALL INSULATED METAL PANEL MODULES - SEA2 - GL 16-13 - A LINE [SUP EXTERIOR WALL],Complete,SEA - 2,East Support Building,SUES-2 - 16-13,EXTERIOR SKIN,,CONSTRUCTION,,INSULATED METAL PANELS,JAMES LIVELY,,2024-01-02 11:00,2024-01-12 11:00,2024-01-02 11:00,2024-01-11 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-04 07:00,2025-12-04 07:00,0,72,100
CN.SEA2.1110,PH1- AD STEEL FRAME INSTALL - SEA-2 fab side,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,,Steel Erection,SEAN MONK,,2023-05-23 07:00,2023-05-28 15:00,2023-05-23 07:00,2023-06-02 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,48,100
CN.AB.AR.2030,METAL STUD FRAMING (2hr) - SEA2 - GL 16-13 - L1 - C-A - MECHANICAL RM-2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,BERG,TBD Architectural Finishes,AMBER CARO,INTERIORS,2023-10-09 07:00,2023-10-13 15:00,2023-10-09 07:00,2023-10-17 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,48,100
CN.AB.AR.3590,MEP ROUGH IN & INSPECTION (by SECAI) - SEA2 - GL 16-13 - L1 - C-A - MECHANICAL RM-2,Complete,SEA - 2,West Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,,DRYWALL,AMBER CARO,,2023-12-01 07:00,2023-12-02 13:00,2023-12-01 07:00,2023-12-02 14:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,16,100
CN.AB.AR.3600,TAPE & FINISH DRYWALL - MECHANICAL RM-2 - SEA2 - GL 16-13 - C-A - L1,Complete,SEA - 2,West Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,CHERRY COATING,DRYWALL,AMBER CARO,INTERIORS,2024-02-29 11:00,2024-03-06 11:00,2024-02-29 07:00,2024-08-30 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,40,100
CN.AB.AR.3620,CRC (SECAI) Trenches - SEA-2-L1- GL 16-13 MECHANICAL RM-2,Complete,SEA - 2,West Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,,TBD Architectural Finishes,JAMES LEE,INTERIORS,2023-10-05 07:00,2023-10-08 17:00,2023-10-05 07:00,2023-10-12 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,40,100
CN.AB.AR.3640,FLOOR STRIPING - MECHANICAL RM-2 - SEA2 - GL 16-13 - C-A - L1,Not Started,SEA - 2,West Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,FLOOR STRIPING PAINT,TBD Architectural Finishes,AMBER CARO,INTERIORS,2025-11-26 07:00,2025-12-04 17:00,,,2025-11-26 07:00,2025-12-04 17:00,2025-12-01 07:00,2025-12-05 17:00,50,50,0
CN.AB.AR.3650,INSTALL WALL PROTECTION - MECH RM 2 - GL 13-14 - A-C - L1,Not Started,SEA - 2,West Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,BERNCO,TBD Architectural Finishes,JAMES LEE,INTERIORS,2025-11-21 07:00,2025-11-25 17:00,,,2025-11-21 07:00,2025-11-25 17:00,2025-11-24 07:00,2025-11-26 17:00,30,30,0
CN.AB.AR.3610,FRAMING & DRYWALL -- SEA2 - GL 13 - C-A - L1- EXIT PASSWAY 21 - SECAI TOOK OVER FOR ACCELERATION,Complete,SEA - 2,West Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,FINISH PAINT,TBD Architectural Finishes,JAMES LEE,INTERIORS,2025-06-27 07:00,2025-07-25 17:00,2025-06-27 07:00,2025-06-27 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,200,100
CN.SEA2.1250,PH1- DECKING GL 15 - 14 - SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Decking & Detail,SEAN MONK,SOMD / Roofing / Waterproofing,2023-07-03 07:00,2023-07-06 13:00,2023-07-03 07:00,2023-07-06 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,16,100
CN.SEA2.1260,PH1- DECKING GL 15 - 14 - SEA-2-L3,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,Decking & Detail,SEAN MONK,,2023-04-15 14:00,2023-04-17 10:00,2023-04-18 10:00,2023-04-21 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,16,100
CN.SEA1.1430,PH1- MEP EQPT PADS (INSTALL DRAIN MATS)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Waterproofing - Preferred,JAMES LIVELY,SOMD / Roofing / Waterproofing,2023-09-08 09:00,2023-09-09 15:00,2023-08-12 13:02,2023-08-19 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,16,100
CN.SEA1.1440,PH1- ERECT PRECAST OAC PADS - SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-09-14 11:00,2023-09-21 15:00,2023-08-19 13:34,2023-08-27 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,64,100
CN.SEA1.1450,PH1- MEP EQPT PADS (FORM / INSTALL PVC ANGLE)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-02 07:00,2023-10-03 13:00,2023-09-14 09:30,2023-09-15 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,16,100
CN.SEA1.1460,PH1- MEP EQPT PADS (REPAIR WATERPROOF)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-03 13:00,2023-10-05 09:00,2023-09-16 09:00,2023-09-18 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,16,100
CN.SEA1.1470,PH1- MEP EQPT PADS (TROUGHS DRAIN MATS & MEP SLEEVES)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-06 09:00,2023-10-07 15:00,2023-09-19 09:00,2023-09-21 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,16,100
CN.SEA1.1480,PH1- MEP EQPT PADS  (TROUGHS INSULATION)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-08 08:00,2023-10-08 16:00,2023-09-22 13:00,2023-09-24 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,8,100
CN.SEA1.1490,PH1- MEP EQPT PADS (FORM REBAR POUR TROUGHS)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-09 07:00,2023-10-10 13:00,2023-09-25 13:00,2023-09-26 00:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,16,100
CN.SEA1.1500,PH1- MEP EQPT PADS (TROUGH WATERPROOF & MEP SLEEVES IN TROUGHS)- SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,OAC/ MECH PADS,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-02 07:00,2023-10-03 13:00,2023-09-26 07:00,2023-09-28 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,16,100
CN.SEA2.1270,PH1-CIP WALLS (DS) (EXTERIOR)- SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,CIP WALL,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-02 07:00,2023-10-05 09:00,2023-09-05 11:00,2023-09-11 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,32,100
CN.SEA2.1290,PH1- CONC SEALER - SEA2 - GL 16-13 - L3 - C-A,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,Pour Concrete,JAMES LIVELY,SOMD / Roofing / Waterproofing,2024-01-02 09:00,2024-01-07 16:00,2024-01-02 07:00,2024-01-08 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,48,100
CN.SEA2.1300,PH1- SET/ FIX ANCHOR BOLTS - SEA-2-L1,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,Waterproofing - Preferred,JAMES LIVELY,SOMD / Roofing / Waterproofing,2023-04-27 11:00,2023-04-29 15:00,2023-04-27 11:00,2023-04-29 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,24,100
CN.SEA2.1310,PH1- TOPPING SLAB w TRENCH & ANGLE EMBEDS- SEA-2-L1,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,,TOPPING,CONCRETE,SOMD / Roofing / Waterproofing,2023-10-09 07:00,2023-10-16 17:00,2023-09-25 07:00,2023-09-28 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-13 17:00,2025-11-13 17:00,0,80,100
CN.SEA2.1320,PH1- DS/AD DETAILING GL 16 - 13  SEA-2 GL C-E,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,,Decking & Detail,SEAN MONK,,2023-09-16 08:00,2023-09-23 12:00,2023-09-12 08:00,2023-09-20 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,64,100
CN.SEA2.1340,AD WATERPROOFING - SEA2 - GL 16-13 - D-E - L4/E,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,BRAZOS,TOPPING,SEAN MONK,,2024-09-09 07:00,2024-09-26 17:00,2024-07-24 07:00,2024-08-11 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,110,100
CN.SEA2.1350,AD TOPPING SLAB - SEA2 - GL 16-13 - D-E - L4/E,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,BAKER,SOMD,CONCRETE,,2024-08-27 07:00,2024-08-29 17:00,2024-08-12 07:00,2024-08-14 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 17:00,2025-12-05 17:00,0,30,100
TIER 22.1050,TIER 2 ERECT PRECAST COLUMNS & BEAMS - SEA2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,"SUP EAST A,B",SEAN MONK,,2023-06-26 07:00,2023-06-30 17:00,2023-06-26 07:00,2023-06-30 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,40,100
CN.SEA2.1360,PH1- DECKING GL 14 - 13 - SEA-2-L3,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,Decking & Detail,SEAN MONK,,2023-04-18 11:00,2023-04-20 17:00,2023-04-18 11:00,2023-04-21 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,16,100
CN.SEA2.1370,PH1- DECKING GL 13 - 12 - SEA-2-L3,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,,CONSTRUCTION,,Decking & Detail,SEAN MONK,,2023-04-21 07:00,2023-04-22 13:00,2023-04-21 07:00,2023-04-22 14:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,16,100
CN.SEA2.1380,PH1- DECKING GL 14 - 13 - SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Decking & Detail,SEAN MONK,SOMD / Roofing / Waterproofing,2023-07-06 13:00,2023-07-08 09:00,2023-07-06 13:00,2023-07-08 10:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,16,100
CN.SEA2.1390,PH1- DECKING GL 13 - 12 - SEA-2-ROOF,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L4 - SUP Roof - FAB Roof,,CONSTRUCTION,,Decking & Detail,SEAN MONK,SOMD / Roofing / Waterproofing,2023-07-08 10:00,2023-07-09 16:00,2023-07-08 10:00,2023-07-10 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,16,100
CN.SEA2.1400,PH1- DS/AD DETAILING & DECKING - SEA2 - GL 16-13 - L2-L3 - C-E,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,,Decking & Detail,SEAN MONK,,2023-10-30 07:00,2023-11-05 15:00,2023-10-10 07:00,2023-10-18 07:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,48,100
CN.AB.AR.4260,DRYWALL 2 SIDE - MECHANICAL RM-2 - SEA2 - GL 16-13 - C-A - L1,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,BERG,DRYWALL,AMBER CARO,INTERIORS,2024-02-29 07:00,2024-03-05 17:00,2024-02-27 07:00,2024-08-26 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,40,100
CN.AB.AR.4270,DRYWALL & INSULATION (1 side) (INT) - SEA2 - GL 16-13 - L1 - C-A MECHANICAL RM-2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,,DRYWALL,AMBER CARO,INTERIORS,2024-01-23 07:00,2024-01-24 13:00,2024-01-23 07:00,2024-01-26 13:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,16,100
CN.SEA2.1420,PH1- DS STEEL FRAME INSTALL - SEA-2 Comeback Sup Side,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,DS/AD,,CONSTRUCTION,,Steel Erection,SEAN MONK,,2023-07-25 13:00,2023-07-30 11:00,2023-07-13 13:00,2023-07-17 17:00,2025-11-20 17:00,2025-11-20 17:00,2025-06-13 08:00,2025-06-13 08:00,0,48,100
CN.SEA2.1430,PH1- EXTERIOR CURBS - SEA-2-L1,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,,CONSTRUCTION,,Pour Concrete,JAMES LEE,SOMD / Roofing / Waterproofing,2023-05-02 13:00,2023-05-07 13:00,2023-05-02 13:00,2023-05-08 15:00,2025-11-20 17:00,2025-11-20 17:00,2025-10-16 07:00,2025-10-16 07:00,0,40,100
CN.SEA2.1440,PH1- MEP PADS - SEA-2-L1,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L1 - Fndn Slab,MECH RM 2,CONSTRUCTION,,Pour Concrete,JAMES LEE,SOMD / Roofing / Waterproofing,2023-10-09 07:00,2023-10-11 11:00,2023-10-09 07:00,2023-10-12 11:00,2025-11-20 17:00,2025-11-20 17:00,2025-11-24 07:00,2025-11-24 07:00,0,24,100
CN.SEA2.AR.2030,METAL STUD FRAMING (2hr - SEA2 - GL 16-13 - L3 - C-A - ELECTRICAL ROOM 2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,ELECTRIC RM 2,CONSTRUCTION,BERG,TBD Architectural Finishes,AMBER CARO,INTERIORS,2023-11-16 07:00,2023-11-19 09:00,2023-11-13 07:00,2023-11-16 12:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,32,100
CN.SEA2.AR.3590,MEP ROUGH IN & INSPECTION (by SECAI) - SEA2 - GL 16-13 - L3 - C-A,Complete,SEA - 2,West Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,ELECTRIC RM 2,CONSTRUCTION,,Owner & Design Team,AMBER CARO,,2023-11-19 11:00,2023-11-22 13:00,2023-11-17 11:00,2023-11-18 08:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,32,100
CN.SEA2.AR.3600,TAPE & FINISH DRYWALL - SEA2 - GL 16-13 - L3 - C-A - ELECTRICAL ROOM 2,Complete,SEA - 2,West Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,ELECTRIC RM 2,CONSTRUCTION,,DRYWALL,AMBER CARO,INTERIORS,2024-03-25 07:00,2024-03-28 09:00,2024-03-25 07:00,2024-03-28 09:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,32,100
CN.SEA2.AR.3610,FINISH PAINT - ELECTRICAL ROOM 2 - SEA2 - GL 16-13 - C-A - L3,Not Started,SEA - 2,West Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,ELECTRIC RM 2,CONSTRUCTION,FINISH PAINT,TBD Architectural Finishes,JAMES LEE,INTERIORS,2025-11-21 07:00,2025-11-21 17:00,,,2025-11-21 07:00,2025-11-21 17:00,2025-12-05 07:00,2025-12-05 17:00,10,10,0
CN.SEA2.AR.4260,DRYWALL 2 SIDE - SEA2 - GL 16-13 - L3 - C-A - ELECTRICAL ROOM 2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,ELECTRIC RM 2,CONSTRUCTION,,DRYWALL,AMBER CARO,INTERIORS,2024-03-09 08:00,2024-03-12 10:00,2024-03-01 00:00,2024-03-08 16:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,32,100
CN.SEA2.AR.4270,DRYWALL & INSULATION (1 side) (INT) - SEA2 - GL 16-13 - L3 - C-A - ELECTRICAL ROOM 2,Complete,SEA - 2,East Support Building,SUES-2 - 16-13,L3 / Waffle Slab Level,ELECTRIC RM 2,CONSTRUCTION,,DRYWALL,AMBER CARO,INTERIORS,2024-01-02 09:00,2024-01-06 10:00,2024-01-02 07:00,2024-01-06 10:00,2025-11-20 17:00,2025-11-20 17:00,2025-12-05 07:00,2025-12-05 07:00,0,32,100
